	blue	no_stimulus	red	stimulus	drift_1	constant
110.5	-2.5597083161992e-16	0.10572570878481075	0.14904877255170113	0.14904877255170074	-0.1530612244897965	1.000000000000002
117.0	-8.682424811352938e-17	0.337058508640046	-0.07519612511357333	-0.0751961251135728	-0.13265306122449022	1.0000000000000018
123.5	0.13177359750007284	0.1335542828847347	-0.012862556351455195	0.11891104114861832	-0.11224489795918406	1.0000000000000016
130.0	0.3227548735088872	-0.07155856058097806	-0.0005434799588077721	0.3222113935500833	-0.09183673469387772	1.0000000000000009
136.5	0.2703282156191379	-0.010905225934845693	-2.1605402479829438e-16	0.2703282156191369	-0.07142857142857172	1.0000000000000009
143.0	0.25361061724758754	-0.00043452720776268556	-6.193729173182839e-16	0.25361061724758727	-0.05102040816326546	1.0000000000000009
149.5	0.17615430248480857	0.08066179663128996	-5.075979862559193e-17	0.17615430248480754	-0.03061224489795927	1.0000000000000013
156.0	-0.07731735286532646	0.3238689128270092	-3.2957202123722916e-16	-0.07731735286532612	-0.010204081632653073	1.0000000000000022
162.5	-0.015133689171237037	0.17461595135769917	0.10543836330955952	0.09030467413832294	0.010204081632653125	1.0000000000000016
169.0	-0.0006911217844090107	-0.0756308451520448	0.3218878279398208	0.3211967061554079	0.030612244897959193	1.0000000000000016
175.5	-1.1438981203684328e-16	-0.013219535913118462	0.2854859589629682	0.28548595896296697	0.05102040816326541	1.0000000000000018
182.0	-8.961772741049998e-16	-0.0005590363815818137	0.24585504041293368	0.24585504041293366	0.07142857142857166	1.0000000000000016
188.5	-2.315141245033288e-16	0.15799258628702514	0.11750386781139932	0.11750386781139922	0.0918367346938779	1.0000000000000018
195.0	-9.903567941404512e-17	0.31545249715761436	-0.06910781728262826	-0.06910781728262813	0.1122448979591841	1.000000000000002
201.5	0.08037753802882049	0.2010979996186392	-0.010680673295305238	0.06969686473351647	0.13265306122449036	1.0000000000000016
208.0	0.3236514338089144	-0.07376346048984403	-0.0004313617542293182	0.3232200720546845	0.1530612244897965	1.0000000000000009
214.5	0.2759188339732996	-0.017262257662748675	-1.2942615424189412e-15	0.2759188339733007	0.1734693877551028	1.000000000000001
221.0	0.2556769780534679	-0.0008498498210344717	-7.772533999154591e-16	0.255676978053468	0.19387755102040896	1.0000000000000013
227.5	0.1416011109966291	0.12015859842212082	6.649638995889589e-17	0.141601110996628	0.21428571428571516	1.000000000000001
234.0	-0.07215998773231441	0.32466906441142024	-3.362284993147203e-16	-0.07215998773231412	0.23469387755102133	1.0000000000000022
240.5	-0.012615906588573448	0.12838638650222142	0.13479104744023018	0.12217514085165625	0.25510204081632754	1.000000000000002
247.0	-0.0005406669457422181	-0.06881342556960984	0.3288349962169325	0.32829432927119595	0.27551020408163385	1.0000000000000016
253.5	-2.927151328995772e-17	-0.010704290035805301	0.2637757503556884	0.26377575035568657	0.2959183673469398	1.0000000000000016
260.0	-8.843342457087829e-16	-0.00043237082742596575	0.25730275272491526	0.2573027527249152	0.31632653061224614	1.0000000000000018
266.5	-4.477667283786057e-16	0.08023376741765632	0.16628399059628707	0.16628399059628637	0.3367346938775522	1.0000000000000018
273.0	2.6503729870731134e-16	0.33899438461589576	-0.07400503077735136	-0.07400503077735178	0.3571428571428583	1.000000000000002
279.5	0.10476561230431536	0.15562952498614285	-0.014831861513348183	0.0899337507909676	0.3775510204081648	1.0000000000000018
286.0	0.34484907530440456	-0.07185203818565819	-0.0006756337870801415	0.34417344151732376	0.39795918367347083	1.0000000000000007
292.5	0.2579504757275819	-0.01265228997024592	-3.0123317256674063e-16	0.257950475727581	0.41836734693877703	1.0000000000000009
299.0	0.270085993654148	-0.0005419151647116259	-4.829209286492838e-16	0.2700859936541477	0.4387755102040833	1.0000000000000007
305.5	0.08786855382248747	0.15731478974872698	-2.3913883871237354e-16	0.08786855382248689	0.45918367346938926	1.0000000000000016
312.0	-0.06653563279792987	0.34183409291046746	-6.678685382510707e-17	-0.0665356327979297	0.47959183673469585	1.0000000000000022
318.5	-0.009086926871527908	0.1752779755345317	0.07973795617326622	0.07065102930173803	0.5000000000000017	1.000000000000002
